mention_id,source_id,source_path,line_number,raw_amount,line_excerpt,classification
money_00103,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,655,$45,"{ name: 'Crystal-Infused Blends', variant: '4 STONES', from: '$45', desc: 'Rose quartz, amethyst, pyrite, or peacock ore.', price: 'Single size', imgCss: 'url(images/product-crystal.png)', imgAlt: 'Iridescent glass vessel catching prismatic light' },",unclassified_raw_mention
money_00104,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,656,$8,"{ name: 'Starter Ritual Kit', variant: 'SAVES $8', from: '$75', desc: 'A 2 oz oil, a 4 oz butter, and one crystal-infused blend. The gentlest way to begin.', price: 'Bundle of three', imgCss: 'url(images/product-kit.png)', imgAlt: 'Iridescent fabric draped beside a glass pitcher' },",unclassified_raw_mention
money_00105,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,656,$75,"{ name: 'Starter Ritual Kit', variant: 'SAVES $8', from: '$75', desc: 'A 2 oz oil, a 4 oz butter, and one crystal-infused blend. The gentlest way to begin.', price: 'Bundle of three', imgCss: 'url(images/product-kit.png)', imgAlt: 'Iridescent fabric draped beside a glass pitcher' },",unclassified_raw_mention
money_00106,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,FROM $95,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00107,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,FROM $110,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00108,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,FROM $25,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00109,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,FROM $45,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00110,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,FROM $180/MO,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00111,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,From $18,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00112,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$18,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00113,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$50,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00114,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,From $20,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00115,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$20,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00116,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$40,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00117,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$60,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00118,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$45,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00119,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$8,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00120,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./ambers-essential-touch.html,391,$75,"""<!DOCTYPE html>\n<html><head>\n<meta charset=\""utf-8\"">\n<meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"">\n<script src=\""7a946b7e-b942-44b8-9fc2-c57179ead40a\""><\u002Fscript>\n<\u002Fhead>\n<body>\n<x-dc>\n<helmet>\n  <title>Esthetician in Pinole, CA | Facials, Acne Care &amp; Waxing | Amber's Essential Touch<\u002Ftitle>\n  <meta name=\""description\"" content=\""Licensed esthetician in Pinole,",unclassified_raw_mention
money_00121,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,527,FROM $95,"{ name: 'Consultation Facial', desc: 'Consultation-based facials. Extractions, peels, enzyme work — shaped to your skin on the day.', meta: '60–90 MIN · FROM $95', img: 'images/treat-facial.png', imgAlt: 'Ornate mirror among deep botanical florals' },",unclassified_raw_mention
money_00122,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,528,FROM $110,"{ name: 'Acne-Focused Treatment', desc: 'Protocol-based, multi-visit care that supports clearer skin. Aftercare included.', meta: '60 MIN · FROM $110', img: 'images/treat-acne.png', imgAlt: 'Orchids and layered botanicals in soft light' },",unclassified_raw_mention
money_00123,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,529,FROM $25,"{ name: 'Body Waxing & Brow Care', desc: 'Over a decade of precision. Full body, all skin types, unhurried.', meta: '15–90 MIN · FROM $25', img: 'images/treat-wax.png', imgAlt: 'Water pitcher and amber dropper bottle on the treatment table' },",unclassified_raw_mention
money_00124,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,530,FROM $45,"{ name: 'Manicure', desc: 'Clean, unhurried, aftercare-forward hand care.', meta: '45 MIN · FROM $45', img: 'images/treat-manicure.png', imgAlt: 'Glass vessels and botanicals in still life' },",unclassified_raw_mention
money_00125,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,531,FROM $180/MO,"{ name: 'Monthly Ritual Plan', desc: 'Build a regimen. Bi-monthly or quarterly visits, planned around your skin\u2019s pace.', meta: 'CUSTOM · FROM $180/MO', img: 'images/treat-ritual.png', imgAlt: 'Brass bowl of whipped cream beside amber glass and linen' },",unclassified_raw_mention
money_00126,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,563,$18,"{ name: 'Purely Essential Virgin Oil', desc: '4 ingredients. Shaving, cleansing, healing. Unscented, Hibiscus, or Mango-Pomegranate.', price: '2 oz $18 · 8 oz $50', gradient: g('#F7F1E8', '#E8D9C8') },",unclassified_raw_mention
money_00127,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,563,$50,"{ name: 'Purely Essential Virgin Oil', desc: '4 ingredients. Shaving, cleansing, healing. Unscented, Hibiscus, or Mango-Pomegranate.', price: '2 oz $18 · 8 oz $50', gradient: g('#F7F1E8', '#E8D9C8') },",unclassified_raw_mention
money_00128,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,564,$20,"{ name: 'Whipped Body Butter', desc: 'Small-batch whipped butter for daily softness.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', gradient: g('#F5EBE6', '#EFDFE3') },",unclassified_raw_mention
money_00129,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,564,$40,"{ name: 'Whipped Body Butter', desc: 'Small-batch whipped butter for daily softness.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', gradient: g('#F5EBE6', '#EFDFE3') },",unclassified_raw_mention
money_00130,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,564,$60,"{ name: 'Whipped Body Butter', desc: 'Small-batch whipped butter for daily softness.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', gradient: g('#F5EBE6', '#EFDFE3') },",unclassified_raw_mention
money_00131,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,565,$45,"{ name: 'Crystal-Infused Blends', desc: 'Rose quartz, amethyst, pyrite, or peacock ore.', price: '$45', gradient: g('#EDE7F0', '#D7C6E6') },",unclassified_raw_mention
money_00132,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,566,$8,"{ name: 'Starter Ritual Kit', desc: '2 oz oil, 4 oz butter, and one crystal blend. Save $8.', price: '$75', gradient: g('#EEF0EA', '#CFDACB') },",unclassified_raw_mention
money_00133,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./design-home.dc.html,566,$75,"{ name: 'Starter Ritual Kit', desc: '2 oz oil, 4 oz butter, and one crystal blend. Save $8.', price: '$75', gradient: g('#EEF0EA', '#CFDACB') },",unclassified_raw_mention
