instance_id,source_id,source_path,relative_path,status,scope,authority,bytes,sha256,mime_type,repo_canonical_path,duplicate_group,notes
src_000267,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1135.png,assets/card-1135.png,observed,current repository,repo_observed,184,2cdc4035bfd373d4333af94754973845dcf7f6de4a239e9409b9fb7c248c12bb,image/png,assets/card-1135.png,,
src_000268,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1136.jpg,assets/card-1136.jpg,observed,current repository,repo_observed,535,7b92f214b5ae3b13cdb5614b300060d804c3b8a2f8e206ed2d5750251dafbbeb,image/jpeg,assets/card-1136.jpg,7b92f214b5ae3b13,
src_000269,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1137.jpg,assets/card-1137.jpg,observed,current repository,repo_observed,542,6028079ea4d2bc11344eef66e07d2b960b0ac7ef864da54550e96032d5e84bc2,image/jpeg,assets/card-1137.jpg,6028079ea4d2bc11,
src_000270,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1138.png,assets/card-1138.png,observed,current repository,repo_observed,167,546ff9e06394813898d93609c61c20d9aa0347c332af9848aea61931595d4a53,image/png,assets/card-1138.png,,
src_000271,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1139.jpg,assets/card-1139.jpg,observed,current repository,repo_observed,542,6028079ea4d2bc11344eef66e07d2b960b0ac7ef864da54550e96032d5e84bc2,image/jpeg,assets/card-1139.jpg,6028079ea4d2bc11,
src_000272,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-114.png,assets/card-114.png,observed,current repository,repo_observed,245,9030a10c95b13373df7c5d816b84afccb8c5ada7551015b7c1dd10a808a03b5b,image/png,assets/card-114.png,,
src_000273,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1140.jpg,assets/card-1140.jpg,observed,current repository,repo_observed,522,d057ad92b783d6f972348222ebaff516d84b093c458338e9e2285d2a6f4dc693,image/jpeg,assets/card-1140.jpg,d057ad92b783d6f9,
src_000274,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1141.png,assets/card-1141.png,observed,current repository,repo_observed,164,ce4b6da3e3f8d67f02297d0c0a60b65ef72b675893c861b1588b7a3f6aaa335b,image/png,assets/card-1141.png,ce4b6da3e3f8d67f,
src_000275,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1142.jpg,assets/card-1142.jpg,observed,current repository,repo_observed,522,d057ad92b783d6f972348222ebaff516d84b093c458338e9e2285d2a6f4dc693,image/jpeg,assets/card-1142.jpg,d057ad92b783d6f9,
src_000276,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1143.jpg,assets/card-1143.jpg,observed,current repository,repo_observed,537,93bd2b11b3017b3ef486a0e94fa0d7e6ea38da39a03826baebfc093995190da7,image/jpeg,assets/card-1143.jpg,93bd2b11b3017b3e,
src_000277,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1144.png,assets/card-1144.png,observed,current repository,repo_observed,166,f597024eb104737d6591de14fa8a323103a1a7d8383ef91fb6f0acb515af7c5c,image/png,assets/card-1144.png,,
src_000278,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1145.jpg,assets/card-1145.jpg,observed,current repository,repo_observed,537,93bd2b11b3017b3ef486a0e94fa0d7e6ea38da39a03826baebfc093995190da7,image/jpeg,assets/card-1145.jpg,93bd2b11b3017b3e,
src_000279,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1146.jpg,assets/card-1146.jpg,observed,current repository,repo_observed,467,15e4495937b6b92f3685d0775149b1277332c4f258dcb57eafefbc04d9620d3c,image/jpeg,assets/card-1146.jpg,15e4495937b6b92f,
src_000280,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1147.png,assets/card-1147.png,observed,current repository,repo_observed,154,b08e2e1221fc0437ad8c39bc9137c0f32b68781e33c3d4fc0643914052ce41d0,image/png,assets/card-1147.png,,
src_000281,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1148.jpg,assets/card-1148.jpg,observed,current repository,repo_observed,467,15e4495937b6b92f3685d0775149b1277332c4f258dcb57eafefbc04d9620d3c,image/jpeg,assets/card-1148.jpg,15e4495937b6b92f,
src_000282,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1149.jpg,assets/card-1149.jpg,observed,current repository,repo_observed,493,ff68d93b30076f3b9ee75abdd6ac25e007da8a90457d54b4befe5361dd18f79b,image/jpeg,assets/card-1149.jpg,ff68d93b30076f3b,
src_000283,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-115.jpg,assets/card-115.jpg,observed,current repository,repo_observed,845,1e1c9d56d63663e8bac0bef5e61aee7420b792d45b45b944ad4a82c3a3c65679,image/jpeg,assets/card-115.jpg,1e1c9d56d63663e8,
src_000284,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1150.png,assets/card-1150.png,observed,current repository,repo_observed,162,58ce82c88f204a5c9472b5f6e47b24cda78e206617a95a468c90f000258f8025,image/png,assets/card-1150.png,,
src_000285,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1151.jpg,assets/card-1151.jpg,observed,current repository,repo_observed,493,ff68d93b30076f3b9ee75abdd6ac25e007da8a90457d54b4befe5361dd18f79b,image/jpeg,assets/card-1151.jpg,ff68d93b30076f3b,
src_000286,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1152.jpg,assets/card-1152.jpg,observed,current repository,repo_observed,733,897225b05a97b9f0a04deccab24abde682e3c7a849b7b91427f0353e95fe2939,image/jpeg,assets/card-1152.jpg,897225b05a97b9f0,
src_000287,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1153.png,assets/card-1153.png,observed,current repository,repo_observed,220,0e04329a07fde5c75965da499813921a81b4ceffab13a1af9cc2180892ecfb85,image/png,assets/card-1153.png,,
src_000288,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1154.jpg,assets/card-1154.jpg,observed,current repository,repo_observed,733,897225b05a97b9f0a04deccab24abde682e3c7a849b7b91427f0353e95fe2939,image/jpeg,assets/card-1154.jpg,897225b05a97b9f0,
src_000289,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1155.jpg,assets/card-1155.jpg,observed,current repository,repo_observed,666,a24089fd33daaeb1ba1a8cc235011818f3807f791ca9cba9b1d534f44bdddd80,image/jpeg,assets/card-1155.jpg,a24089fd33daaeb1,
src_000290,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1156.png,assets/card-1156.png,observed,current repository,repo_observed,183,49b170ad186df56f12c0258420554ee2beb99b6bd45eb29fa77fb30704412370,image/png,assets/card-1156.png,49b170ad186df56f,
src_000291,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1157.jpg,assets/card-1157.jpg,observed,current repository,repo_observed,666,a24089fd33daaeb1ba1a8cc235011818f3807f791ca9cba9b1d534f44bdddd80,image/jpeg,assets/card-1157.jpg,a24089fd33daaeb1,
src_000292,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1158.jpg,assets/card-1158.jpg,observed,current repository,repo_observed,398,6c37da40e479a24fadc28991f61d467facd152774ffea656c5d1ce92d234d4af,image/jpeg,assets/card-1158.jpg,6c37da40e479a24f,
src_000293,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1159.png,assets/card-1159.png,observed,current repository,repo_observed,140,8ae2bb5291c470eff9d7bedf2b4dc70c8514ef874ee0d2d2e612322ab10b280c,image/png,assets/card-1159.png,8ae2bb5291c470ef,
src_000294,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-116.jpg,assets/card-116.jpg,observed,current repository,repo_observed,720,a3a1dc8a87eee35933cd6db3ed533556f5d15b5e23180793957b506c810cca3e,image/jpeg,assets/card-116.jpg,a3a1dc8a87eee359,
src_000295,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1160.jpg,assets/card-1160.jpg,observed,current repository,repo_observed,398,6c37da40e479a24fadc28991f61d467facd152774ffea656c5d1ce92d234d4af,image/jpeg,assets/card-1160.jpg,6c37da40e479a24f,
src_000296,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1161.jpg,assets/card-1161.jpg,observed,current repository,repo_observed,398,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,image/jpeg,assets/card-1161.jpg,d5ecd8ccca290e90,
src_000297,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1162.png,assets/card-1162.png,observed,current repository,repo_observed,140,61c3acb332cdae54ae523cbb5cdecdf8ce8233d61f75e322983c9ddde5c3eef2,image/png,assets/card-1162.png,61c3acb332cdae54,
src_000298,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1163.jpg,assets/card-1163.jpg,observed,current repository,repo_observed,398,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,image/jpeg,assets/card-1163.jpg,d5ecd8ccca290e90,
src_000299,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1164.jpg,assets/card-1164.jpg,observed,current repository,repo_observed,603,193c9e21059b492468abdff3923c477f4e15e1857b7c52b51d0cdac79918f500,image/jpeg,assets/card-1164.jpg,193c9e21059b4924,
src_000300,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1165.png,assets/card-1165.png,observed,current repository,repo_observed,174,db64b9d4ab9f390328aaa44b2624b56222cb1569496b685f3b36b789382548ca,image/png,assets/card-1165.png,db64b9d4ab9f3903,
src_000301,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1166.jpg,assets/card-1166.jpg,observed,current repository,repo_observed,603,193c9e21059b492468abdff3923c477f4e15e1857b7c52b51d0cdac79918f500,image/jpeg,assets/card-1166.jpg,193c9e21059b4924,
src_000302,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1167.jpg,assets/card-1167.jpg,observed,current repository,repo_observed,582,2db08994ac1b0406aa87de92ae22c52439a9b36aabfade4d6e0a2edc19b77ab1,image/jpeg,assets/card-1167.jpg,2db08994ac1b0406,
src_000303,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1168.png,assets/card-1168.png,observed,current repository,repo_observed,174,8b85bfb67923e85f895db6faab4301862d5f0b12dc6916bbe42932d44e93d947,image/png,assets/card-1168.png,,
src_000304,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1169.jpg,assets/card-1169.jpg,observed,current repository,repo_observed,582,2db08994ac1b0406aa87de92ae22c52439a9b36aabfade4d6e0a2edc19b77ab1,image/jpeg,assets/card-1169.jpg,2db08994ac1b0406,
src_000305,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-117.png,assets/card-117.png,observed,current repository,repo_observed,213,5363a0ca48de4bd3db744b5d2aca775e9b4a3956ea2e329c0e8f735e2dcbfde2,image/png,assets/card-117.png,5363a0ca48de4bd3,
src_000306,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1170.jpg,assets/card-1170.jpg,observed,current repository,repo_observed,531,2f4fb8352de929c776fc4ffa4cf736f66871bc7e9a7e467c6507992dec5a019d,image/jpeg,assets/card-1170.jpg,2f4fb8352de929c7,
src_000307,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1171.png,assets/card-1171.png,observed,current repository,repo_observed,160,26b9f90b7886bbd49fdbc8646093ddfa4bcd6cfacd451b34e99fb2d022a06990,image/png,assets/card-1171.png,26b9f90b7886bbd4,
src_000308,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1172.jpg,assets/card-1172.jpg,observed,current repository,repo_observed,531,2f4fb8352de929c776fc4ffa4cf736f66871bc7e9a7e467c6507992dec5a019d,image/jpeg,assets/card-1172.jpg,2f4fb8352de929c7,
src_000309,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1173.jpg,assets/card-1173.jpg,observed,current repository,repo_observed,6598,047714c2f3f6a6c57d82f568ddfd1a4dc7394c02d87ebc36d60c989c02931d38,image/jpeg,assets/card-1173.jpg,047714c2f3f6a6c5,
src_000310,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1174.png,assets/card-1174.png,observed,current repository,repo_observed,1576,8fb17168f84a7b06289513d5aa258288e04536abc16586d5938451c581ce327d,image/png,assets/card-1174.png,,
src_000311,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1175.jpg,assets/card-1175.jpg,observed,current repository,repo_observed,6598,047714c2f3f6a6c57d82f568ddfd1a4dc7394c02d87ebc36d60c989c02931d38,image/jpeg,assets/card-1175.jpg,047714c2f3f6a6c5,
src_000312,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1176.png,assets/card-1176.png,observed,current repository,repo_observed,4566,ab07289dd9ba4a45f8ec3628beb614244bdc0aafe2bc71a46ce1955e108e54c5,image/png,assets/card-1176.png,,
src_000313,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1177.png,assets/card-1177.png,observed,current repository,repo_observed,7887,34100d2a4309fc8165021d4827b5047c4f11bed21f8dcc014da532df31deae0e,image/png,assets/card-1177.png,,
src_000314,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1178.png,assets/card-1178.png,observed,current repository,repo_observed,486,e57c8614fc32592bdecf6217b3ee0c40bc6f023c8e40ac0838c31c24f721ec44,image/png,assets/card-1178.png,,
src_000315,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1179.png,assets/card-1179.png,observed,current repository,repo_observed,1647,0ee547b85bef703c66e72507b760fba76e0981d15b006b9fd5b9dcbff4b89986,image/png,assets/card-1179.png,,
src_000316,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-118.jpg,assets/card-118.jpg,observed,current repository,repo_observed,720,a3a1dc8a87eee35933cd6db3ed533556f5d15b5e23180793957b506c810cca3e,image/jpeg,assets/card-118.jpg,a3a1dc8a87eee359,
src_000317,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1180.png,assets/card-1180.png,observed,current repository,repo_observed,4609,709c71f30abf6465a473221ace01585da1b1d47bd98af7d7712adefebd108710,image/png,assets/card-1180.png,,
src_000318,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1181.png,assets/card-1181.png,observed,current repository,repo_observed,539,68b82b82463d3624c023c3e358a3b1c45f0f4fdf74794ff8338836ad89489add,image/png,assets/card-1181.png,,
src_000319,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1182.png,assets/card-1182.png,observed,current repository,repo_observed,11011,9ec3a7979b41624817f28435c245d06d0e6ec26033814dc1077983cc044eca9d,image/png,assets/card-1182.png,,
src_000320,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1183.png,assets/card-1183.png,observed,current repository,repo_observed,3854,99b73adca9dd75dbe5d672d3427df695011a3bc59f9a64ddb7a85f26763b4fdb,image/png,assets/card-1183.png,,
src_000321,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1184.png,assets/card-1184.png,observed,current repository,repo_observed,7295,e8ce7e83bf22601361439c71763d7128cfb7f8375fc675c37d759cc75c7817a4,image/png,assets/card-1184.png,,
src_000322,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-119.jpg,assets/card-119.jpg,observed,current repository,repo_observed,681,af302b76e9820d2c90e8edb260b15b125905a34a8fc2c92bc122d4206bdc423d,image/jpeg,assets/card-119.jpg,af302b76e9820d2c,
src_000323,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-120.png,assets/card-120.png,observed,current repository,repo_observed,199,22ffa8095fb7bdddcb6fbd17ed337a1c6050e2d798daaedf3aa557b77c734b2f,image/png,assets/card-120.png,,
src_000324,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-121.jpg,assets/card-121.jpg,observed,current repository,repo_observed,681,af302b76e9820d2c90e8edb260b15b125905a34a8fc2c92bc122d4206bdc423d,image/jpeg,assets/card-121.jpg,af302b76e9820d2c,
src_000325,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-122.jpg,assets/card-122.jpg,observed,current repository,repo_observed,640,654d9507d8c9a2e049dcfae2e08a015ea1f9500a0b4a0a9a6fc565851203a452,image/jpeg,assets/card-122.jpg,654d9507d8c9a2e0,
src_000326,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-123.png,assets/card-123.png,observed,current repository,repo_observed,193,86f09b363e1e5144750338011cb1f214aa433d57ad3b0823a8505ebfe888ad15,image/png,assets/card-123.png,,
src_000327,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-124.jpg,assets/card-124.jpg,observed,current repository,repo_observed,640,654d9507d8c9a2e049dcfae2e08a015ea1f9500a0b4a0a9a6fc565851203a452,image/jpeg,assets/card-124.jpg,654d9507d8c9a2e0,
src_000328,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-125.jpg,assets/card-125.jpg,observed,current repository,repo_observed,648,c90d8681eec8f84e0366e1c8562b5bf20292a9861cb886d99c884e7e7d19be29,image/jpeg,assets/card-125.jpg,c90d8681eec8f84e,
src_000329,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-126.png,assets/card-126.png,observed,current repository,repo_observed,193,a6c505b4ca3ea2e4604fabf5234d1b17a5d17a2c3d37cbb33fa76ef32d2567e9,image/png,assets/card-126.png,a6c505b4ca3ea2e4,
src_000330,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-127.jpg,assets/card-127.jpg,observed,current repository,repo_observed,648,c90d8681eec8f84e0366e1c8562b5bf20292a9861cb886d99c884e7e7d19be29,image/jpeg,assets/card-127.jpg,c90d8681eec8f84e,
src_000331,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-128.jpg,assets/card-128.jpg,observed,current repository,repo_observed,679,a29b925709d170deafd99711ac4bdce94d9d33f0ab86d0b5b91e70c87a5191ab,image/jpeg,assets/card-128.jpg,a29b925709d170de,
src_000332,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-129.png,assets/card-129.png,observed,current repository,repo_observed,181,8da68fed7e361f596915a93672a97832a9158f499701b0606dcc7151bbd858da,image/png,assets/card-129.png,,
src_000333,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-130.jpg,assets/card-130.jpg,observed,current repository,repo_observed,679,a29b925709d170deafd99711ac4bdce94d9d33f0ab86d0b5b91e70c87a5191ab,image/jpeg,assets/card-130.jpg,a29b925709d170de,
src_000334,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-131.jpg,assets/card-131.jpg,observed,current repository,repo_observed,632,290a008f27ffc22f782c690cd951ad1a55c057381e395fd9c19466bed506997f,image/jpeg,assets/card-131.jpg,290a008f27ffc22f,
src_000335,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-132.png,assets/card-132.png,observed,current repository,repo_observed,189,174962c04cabbb5f74f355b97fa095aff023345b258c8c57589fcaecdedb78dd,image/png,assets/card-132.png,,
src_000336,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-133.jpg,assets/card-133.jpg,observed,current repository,repo_observed,632,290a008f27ffc22f782c690cd951ad1a55c057381e395fd9c19466bed506997f,image/jpeg,assets/card-133.jpg,290a008f27ffc22f,
src_000337,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-134.jpg,assets/card-134.jpg,observed,current repository,repo_observed,618,9f9b4e73e94ecae0d395671366afc1eb0baf56e6b83df6b8c79644fa56845988,image/jpeg,assets/card-134.jpg,9f9b4e73e94ecae0,
src_000338,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-135.png,assets/card-135.png,observed,current repository,repo_observed,179,135ec94e36db656e7f820255e67571410ba0299ffb31d4d13ca7b149bce085b9,image/png,assets/card-135.png,135ec94e36db656e,
src_000339,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-136.jpg,assets/card-136.jpg,observed,current repository,repo_observed,618,9f9b4e73e94ecae0d395671366afc1eb0baf56e6b83df6b8c79644fa56845988,image/jpeg,assets/card-136.jpg,9f9b4e73e94ecae0,
src_000340,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-137.jpg,assets/card-137.jpg,observed,current repository,repo_observed,1633,c40f8669322ab90d66e79f4690642b17ef1f78213d93c0787355ac1e0d6cf3ba,image/jpeg,assets/card-137.jpg,c40f8669322ab90d,
src_000341,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-138.png,assets/card-138.png,observed,current repository,repo_observed,499,3b56e4c15840b47f141aaf680f343efa14336ce9d90e176ca803632751ffaf1d,image/png,assets/card-138.png,,
src_000342,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-139.jpg,assets/card-139.jpg,observed,current repository,repo_observed,1633,c40f8669322ab90d66e79f4690642b17ef1f78213d93c0787355ac1e0d6cf3ba,image/jpeg,assets/card-139.jpg,c40f8669322ab90d,
src_000343,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-140.jpg,assets/card-140.jpg,observed,current repository,repo_observed,818,97df7e25d1ec739271a33151d0683715b3c94c526dfb88c77422f3141c9d87a1,image/jpeg,assets/card-140.jpg,97df7e25d1ec7392,
src_000344,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-141.png,assets/card-141.png,observed,current repository,repo_observed,272,3f2ca420d6284fd10f65d63e85007d4eb63b8f69a23cfeccedacfbd5361dfd53,image/png,assets/card-141.png,,
src_000345,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-142.jpg,assets/card-142.jpg,observed,current repository,repo_observed,818,97df7e25d1ec739271a33151d0683715b3c94c526dfb88c77422f3141c9d87a1,image/jpeg,assets/card-142.jpg,97df7e25d1ec7392,
